Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value,
HHS Region 6,3 wk ahead,Bin,percent,12.3,12.4,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,12.4,12.5,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,12.5,12.6,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,12.6,12.7,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,12.7,12.8,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,12.8,12.9,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,12.9,13,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,13,100,0,
HHS Region 6,4 wk ahead,Point,percent,NA,NA,2.75,
HHS Region 6,4 wk ahead,Bin,percent,0,0.1,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,0.1,0.2,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,0.2,0.3,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,0.3,0.4,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,0.4,0.5,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,0.5,0.6,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,0.6,0.7,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,0.7,0.8,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,0.8,0.9,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,0.9,1,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,1,1.1,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,1.1,1.2,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,1.2,1.3,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,1.3,1.4,0.000882939,
HHS Region 6,4 wk ahead,Bin,percent,1.4,1.5,0.001324162,
HHS Region 6,4 wk ahead,Bin,percent,1.5,1.6,0.002603598,
HHS Region 6,4 wk ahead,Bin,percent,1.6,1.7,0.00491888,
HHS Region 6,4 wk ahead,Bin,percent,1.7,1.8,0.00804639,
HHS Region 6,4 wk ahead,Bin,percent,1.8,1.9,0.014468192,
HHS Region 6,4 wk ahead,Bin,percent,1.9,2,0.021412493,
HHS Region 6,4 wk ahead,Bin,percent,2,2.1,0.027392648,
HHS Region 6,4 wk ahead,Bin,percent,2.1,2.2,0.03803967,
HHS Region 6,4 wk ahead,Bin,percent,2.2,2.3,0.047874396,
HHS Region 6,4 wk ahead,Bin,percent,2.3,2.4,0.061173155,
HHS Region 6,4 wk ahead,Bin,percent,2.4,2.5,0.069925537,
HHS Region 6,4 wk ahead,Bin,percent,2.5,2.6,0.075069296,
HHS Region 6,4 wk ahead,Bin,percent,2.6,2.7,0.079276723,
HHS Region 6,4 wk ahead,Bin,percent,2.7,2.8,0.079877771,
HHS Region 6,4 wk ahead,Bin,percent,2.8,2.9,0.075693884,
HHS Region 6,4 wk ahead,Bin,percent,2.9,3,0.065959361,
HHS Region 6,4 wk ahead,Bin,percent,3,3.1,0.056651932,
HHS Region 6,4 wk ahead,Bin,percent,3.1,3.2,0.048608643,
HHS Region 6,4 wk ahead,Bin,percent,3.2,3.3,0.040090277,
HHS Region 6,4 wk ahead,Bin,percent,3.3,3.4,0.029450082,
HHS Region 6,4 wk ahead,Bin,percent,3.4,3.5,0.023244926,
HHS Region 6,4 wk ahead,Bin,percent,3.5,3.6,0.017004098,
HHS Region 6,4 wk ahead,Bin,percent,3.6,3.7,0.013673316,
HHS Region 6,4 wk ahead,Bin,percent,3.7,3.8,0.011391525,
HHS Region 6,4 wk ahead,Bin,percent,3.8,3.9,0.007993821,
HHS Region 6,4 wk ahead,Bin,percent,3.9,4,0.007280671,
HHS Region 6,4 wk ahead,Bin,percent,4,4.1,0.006729142,
HHS Region 6,4 wk ahead,Bin,percent,4.1,4.2,0.005626085,
HHS Region 6,4 wk ahead,Bin,percent,4.2,4.3,0.005184862,
HHS Region 6,4 wk ahead,Bin,percent,4.3,4.4,0.003419971,
HHS Region 6,4 wk ahead,Bin,percent,4.4,4.5,0.003089054,
HHS Region 6,4 wk ahead,Bin,percent,4.5,4.6,0.003199359,
HHS Region 6,4 wk ahead,Bin,percent,4.6,4.7,0.002537525,
HHS Region 6,4 wk ahead,Bin,percent,4.7,4.8,0.002647831,
HHS Region 6,4 wk ahead,Bin,percent,4.8,4.9,0.001765385,
HHS Region 6,4 wk ahead,Bin,percent,4.9,5,0.001434468,
HHS Region 6,4 wk ahead,Bin,percent,5,5.1,0.001103551,
HHS Region 6,4 wk ahead,Bin,percent,5.1,5.2,0.000772634,
HHS Region 6,4 wk ahead,Bin,percent,5.2,5.3,0.000552022,
HHS Region 6,4 wk ahead,Bin,percent,5.3,5.4,0.000772634,
HHS Region 6,4 wk ahead,Bin,percent,5.4,5.5,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,5.5,5.6,0.000662328,
HHS Region 6,4 wk ahead,Bin,percent,5.6,5.7,0.000772634,
HHS Region 6,4 wk ahead,Bin,percent,5.7,5.8,0.000441716,
HHS Region 6,4 wk ahead,Bin,percent,5.8,5.9,0.000441716,
HHS Region 6,4 wk ahead,Bin,percent,5.9,6,0.000552022,
HHS Region 6,4 wk ahead,Bin,percent,6,6.1,0.000552022,
HHS Region 6,4 wk ahead,Bin,percent,6.1,6.2,0.000662328,
HHS Region 6,4 wk ahead,Bin,percent,6.2,6.3,0.000441716,
HHS Region 6,4 wk ahead,Bin,percent,6.3,6.4,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,6.4,6.5,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,6.5,6.6,0.000552022,
HHS Region 6,4 wk ahead,Bin,percent,6.6,6.7,0.000441716,
HHS Region 6,4 wk ahead,Bin,percent,6.7,6.8,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,6.8,6.9,0.000441716,
HHS Region 6,4 wk ahead,Bin,percent,6.9,7,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,7,7.1,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,7.1,7.2,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,7.2,7.3,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,7.3,7.4,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,7.4,7.5,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,7.5,7.6,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,7.6,7.7,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,7.7,7.8,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,7.8,7.9,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,7.9,8,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,8,8.1,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,8.1,8.2,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,8.2,8.3,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,8.3,8.4,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,8.4,8.5,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,8.5,8.6,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,8.6,8.7,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,8.7,8.8,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,8.8,8.9,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,8.9,9,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,9,9.1,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,9.1,9.2,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,9.2,9.3,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,9.3,9.4,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,9.4,9.5,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,9.5,9.6,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,9.6,9.7,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,9.7,9.8,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,9.8,9.9,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,9.9,10,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,10,10.1,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,10.1,10.2,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,10.2,10.3,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,10.3,10.4,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,10.4,10.5,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,10.5,10.6,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,10.6,10.7,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,10.7,10.8,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,10.8,10.9,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,10.9,11,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,11,11.1,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,11.1,11.2,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,11.2,11.3,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,11.3,11.4,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,11.4,11.5,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,11.5,11.6,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,11.6,11.7,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,11.7,11.8,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,11.8,11.9,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,11.9,12,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,12,12.1,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,12.1,12.2,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,12.2,12.3,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,12.3,12.4,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,12.4,12.5,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,12.5,12.6,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,12.6,12.7,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,12.7,12.8,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,12.8,12.9,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,12.9,13,0.000331411,
HHS Region 6,4 wk ahead,Bin,percent,13,100,2.51E-05,
HHS Region 7,Season onset,Point,week,NA,NA,#VALUE!,
HHS Region 7,Season onset,Bin,week,40,41,0,
HHS Region 7,Season onset,Bin,week,41,42,0,
HHS Region 7,Season onset,Bin,week,42,43,0.013361767,
HHS Region 7,Season onset,Bin,week,43,44,0.193878281,
HHS Region 7,Season onset,Bin,week,44,45,0.102268758,
HHS Region 7,Season onset,Bin,week,45,46,0.083589914,
HHS Region 7,Season onset,Bin,week,46,47,0.076103397,
HHS Region 7,Season onset,Bin,week,47,48,0.092822832,
HHS Region 7,Season onset,Bin,week,48,49,0.0754192,
HHS Region 7,Season onset,Bin,week,49,50,0.078953204,
HHS Region 7,Season onset,Bin,week,50,51,0.070192398,
HHS Region 7,Season onset,Bin,week,51,52,0.058888989,
HHS Region 7,Season onset,Bin,week,52,53,0.056619221,
HHS Region 7,Season onset,Bin,week,1,2,0.031311453,
HHS Region 7,Season onset,Bin,week,2,3,0.015642203,
HHS Region 7,Season onset,Bin,week,3,4,0.010447552,
HHS Region 7,Season onset,Bin,week,4,5,0.009132572,
HHS Region 7,Season onset,Bin,week,5,6,0.005939909,
HHS Region 7,Season onset,Bin,week,6,7,0.004197499,
HHS Region 7,Season onset,Bin,week,7,8,0.002612262,
HHS Region 7,Season onset,Bin,week,8,9,0.001702693,
HHS Region 7,Season onset,Bin,week,9,10,0.001207497,
HHS Region 7,Season onset,Bin,week,10,11,0.001122991,
HHS Region 7,Season onset,Bin,week,11,12,0.001122991,
HHS Region 7,Season onset,Bin,week,12,13,0.001122991,
HHS Region 7,Season onset,Bin,week,13,14,0.001122991,
HHS Region 7,Season onset,Bin,week,14,15,0.001122991,
HHS Region 7,Season onset,Bin,week,15,16,0.001122991,
HHS Region 7,Season onset,Bin,week,16,17,0.001122991,
HHS Region 7,Season onset,Bin,week,17,18,0.001122991,
HHS Region 7,Season onset,Bin,week,18,19,0.001122991,
HHS Region 7,Season onset,Bin,week,19,20,0.001122991,
HHS Region 7,Season onset,Bin,week,20,21,0.001122991,
HHS Region 7,Season onset,Bin,week,none,none,0.003355497,
HHS Region 7,Season peak week,Point,week,NA,NA,27.92918869,
HHS Region 7,Season peak week,Bin,week,40,41,0.001170312,
HHS Region 7,Season peak week,Bin,week,41,42,0.009987828,
HHS Region 7,Season peak week,Bin,week,42,43,0.011501572,
HHS Region 7,Season peak week,Bin,week,43,44,0.005381571,
HHS Region 7,Season peak week,Bin,week,44,45,0.008315179,
HHS Region 7,Season peak week,Bin,week,45,46,0.004580992,
HHS Region 7,Season peak week,Bin,week,46,47,0.008124223,
HHS Region 7,Season peak week,Bin,week,47,48,0.01226331,
HHS Region 7,Season peak week,Bin,week,48,49,0.012100027,
HHS Region 7,Season peak week,Bin,week,49,50,0.011633519,
HHS Region 7,Season peak week,Bin,week,50,51,0.016482685,
HHS Region 7,Season peak week,Bin,week,51,52,0.033559588,
HHS Region 7,Season peak week,Bin,week,52,53,0.133213941,
HHS Region 7,Season peak week,Bin,week,1,2,0.047240799,
HHS Region 7,Season peak week,Bin,week,2,3,0.024019441,
HHS Region 7,Season peak week,Bin,week,3,4,0.042395754,
HHS Region 7,Season peak week,Bin,week,4,5,0.066745243,
HHS Region 7,Season peak week,Bin,week,5,6,0.081517349,
HHS Region 7,Season peak week,Bin,week,6,7,0.103027715,
HHS Region 7,Season peak week,Bin,week,7,8,0.121781771,
HHS Region 7,Season peak week,Bin,week,8,9,0.072840353,
HHS Region 7,Season peak week,Bin,week,9,10,0.032343573,
HHS Region 7,Season peak week,Bin,week,10,11,0.04674123,
HHS Region 7,Season peak week,Bin,week,11,12,0.028707103,
HHS Region 7,Season peak week,Bin,week,12,13,0.015115292,
HHS Region 7,Season peak week,Bin,week,13,14,0.010346953,
HHS Region 7,Season peak week,Bin,week,14,15,0.004107156,
HHS Region 7,Season peak week,Bin,week,15,16,0.002926296,
HHS Region 7,Season peak week,Bin,week,16,17,0.004247746,
HHS Region 7,Season peak week,Bin,week,17,18,0.002002553,
HHS Region 7,Season peak week,Bin,week,18,19,0.005647539,
HHS Region 7,Season peak week,Bin,week,19,20,0.001609444,
HHS Region 7,Season peak week,Bin,week,20,21,0.018321932,
HHS Region 7,Season peak percentage,Point,percent,NA,NA,9.4,
HHS Region 7,Season peak percentage,Bin,percent,0,0.1,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,0.1,0.2,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,0.2,0.3,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,0.3,0.4,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,0.4,0.5,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,0.5,0.6,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,0.6,0.7,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,0.7,0.8,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,0.8,0.9,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,0.9,1,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,1,1.1,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,1.1,1.2,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,1.2,1.3,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,1.3,1.4,0.00438563,
HHS Region 7,Season peak percentage,Bin,percent,1.4,1.5,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,1.5,1.6,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,1.6,1.7,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,1.7,1.8,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,1.8,1.9,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,1.9,2,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,2,2.1,0.00155245,
HHS Region 7,Season peak percentage,Bin,percent,2.1,2.2,0.00201988,
HHS Region 7,Season peak percentage,Bin,percent,2.2,2.3,0.00155245,
HHS Region 7,Season peak percentage,Bin,percent,2.3,2.4,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,2.4,2.5,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,2.5,2.6,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,2.6,2.7,0.000643244,
HHS Region 7,Season peak percentage,Bin,percent,2.7,2.8,0.00134938,
HHS Region 7,Season peak percentage,Bin,percent,2.8,2.9,0.00261186,
HHS Region 7,Season peak percentage,Bin,percent,2.9,3,0.002064,
HHS Region 7,Season peak percentage,Bin,percent,3,3.1,0.00209885,
HHS Region 7,Season peak percentage,Bin,percent,3.1,3.2,0.00318137,
HHS Region 7,Season peak percentage,Bin,percent,3.2,3.3,0.0034517,
HHS Region 7,Season peak percentage,Bin,percent,3.3,3.4,0.00573582,
HHS Region 7,Season peak percentage,Bin,percent,3.4,3.5,0.00673673,
HHS Region 7,Season peak percentage,Bin,percent,3.5,3.6,0.00740317,
HHS Region 7,Season peak percentage,Bin,percent,3.6,3.7,0.00818342,
HHS Region 7,Season peak percentage,Bin,percent,3.7,3.8,0.00956399,
HHS Region 7,Season peak percentage,Bin,percent,3.8,3.9,0.0115308,
HHS Region 7,Season peak percentage,Bin,percent,3.9,4,0.0126202,
HHS Region 7,Season peak percentage,Bin,percent,4,4.1,0.0137876,
HHS Region 7,Season peak percentage,Bin,percent,4.1,4.2,0.0154609,
HHS Region 7,Season peak percentage,Bin,percent,4.2,4.3,0.0176122,
HHS Region 7,Season peak percentage,Bin,percent,4.3,4.4,0.0206941,
HHS Region 7,Season peak percentage,Bin,percent,4.4,4.5,0.0218439,
HHS Region 7,Season peak percentage,Bin,percent,4.5,4.6,0.022435,
HHS Region 7,Season peak percentage,Bin,percent,4.6,4.7,0.0238707,
HHS Region 7,Season peak percentage,Bin,percent,4.7,4.8,0.0247094,
HHS Region 7,Season peak percentage,Bin,percent,4.8,4.9,0.0258642,
HHS Region 7,Season peak percentage,Bin,percent,4.9,5,0.0273166,
HHS Region 7,Season peak percentage,Bin,percent,5,5.1,0.0281178,
HHS Region 7,Season peak percentage,Bin,percent,5.1,5.2,0.0287252,
HHS Region 7,Season peak percentage,Bin,percent,5.2,5.3,0.0296153,
HHS Region 7,Season peak percentage,Bin,percent,5.3,5.4,0.0288744,
HHS Region 7,Season peak percentage,Bin,percent,5.4,5.5,0.0298347,
HHS Region 7,Season peak percentage,Bin,percent,5.5,5.6,0.0287064,
HHS Region 7,Season peak percentage,Bin,percent,5.6,5.7,0.0292962,
HHS Region 7,Season peak percentage,Bin,percent,5.7,5.8,0.0287695,
HHS Region 7,Season peak percentage,Bin,percent,5.8,5.9,0.0285582,
HHS Region 7,Season peak percentage,Bin,percent,5.9,6,0.0267951,
HHS Region 7,Season peak percentage,Bin,percent,6,6.1,0.0263458,
HHS Region 7,Season peak percentage,Bin,percent,6.1,6.2,0.0243672,
HHS Region 7,Season peak percentage,Bin,percent,6.2,6.3,0.0232582,
HHS Region 7,Season peak percentage,Bin,percent,6.3,6.4,0.0220882,
HHS Region 7,Season peak percentage,Bin,percent,6.4,6.5,0.0227589,
HHS Region 7,Season peak percentage,Bin,percent,6.5,6.6,0.0205845,
HHS Region 7,Season peak percentage,Bin,percent,6.6,6.7,0.0188524,
HHS Region 7,Season peak percentage,Bin,percent,6.7,6.8,0.0176054,
HHS Region 7,Season peak percentage,Bin,percent,6.8,6.9,0.015907,
HHS Region 7,Season peak percentage,Bin,percent,6.9,7,0.0151703,
HHS Region 7,Season peak percentage,Bin,percent,7,7.1,0.0140026,
HHS Region 7,Season peak percentage,Bin,percent,7.1,7.2,0.0128788,
HHS Region 7,Season peak percentage,Bin,percent,7.2,7.3,0.0127543,
HHS Region 7,Season peak percentage,Bin,percent,7.3,7.4,0.011268,
HHS Region 7,Season peak percentage,Bin,percent,7.4,7.5,0.0103072,
HHS Region 7,Season peak percentage,Bin,percent,7.5,7.6,0.00845749,
HHS Region 7,Season peak percentage,Bin,percent,7.6,7.7,0.00808551,
HHS Region 7,Season peak percentage,Bin,percent,7.7,7.8,0.00730729,
HHS Region 7,Season peak percentage,Bin,percent,7.8,7.9,0.00658947,
HHS Region 7,Season peak percentage,Bin,percent,7.9,8,0.00593058,
HHS Region 7,Season peak percentage,Bin,percent,8,8.1,0.00486113,
HHS Region 7,Season peak percentage,Bin,percent,8.1,8.2,0.0052627,
HHS Region 7,Season peak percentage,Bin,percent,8.2,8.3,0.00523415,
HHS Region 7,Season peak percentage,Bin,percent,8.3,8.4,0.00383761,
HHS Region 7,Season peak percentage,Bin,percent,8.4,8.5,0.00296822,
HHS Region 7,Season peak percentage,Bin,percent,8.5,8.6,0.00402503,
HHS Region 7,Season peak percentage,Bin,percent,8.6,8.7,0.00370418,
HHS Region 7,Season peak percentage,Bin,percent,8.7,8.8,0.00295164,
HHS Region 7,Season peak percentage,Bin,percent,8.8,8.9,0.00316659,
HHS Region 7,Season peak percentage,Bin,percent,8.9,9,0.00341117,
HHS Region 7,Season peak percentage,Bin,percent,9,9.1,0.00274766,
HHS Region 7,Season peak percentage,Bin,percent,9.1,9.2,0.00115911,
HHS Region 7,Season peak percentage,Bin,percent,9.2,9.3,0.0019579,
HHS Region 7,Season peak percentage,Bin,percent,9.3,9.4,0.000877642,
HHS Region 7,Season peak percentage,Bin,percent,9.4,9.5,0.00218026,
HHS Region 7,Season peak percentage,Bin,percent,9.5,9.6,0.0011323,
HHS Region 7,Season peak percentage,Bin,percent,9.6,9.7,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,9.7,9.8,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,9.8,9.9,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,9.9,10,0.00155245,
HHS Region 7,Season peak percentage,Bin,percent,10,10.1,0.00155245,
HHS Region 7,Season peak percentage,Bin,percent,10.1,10.2,0.00201988,
HHS Region 7,Season peak percentage,Bin,percent,10.2,10.3,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,10.3,10.4,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,10.4,10.5,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,10.5,10.6,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,10.6,10.7,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,10.7,10.8,0.00155245,
HHS Region 7,Season peak percentage,Bin,percent,10.8,10.9,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,10.9,11,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,11,11.1,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,11.1,11.2,0.00155245,
HHS Region 7,Season peak percentage,Bin,percent,11.2,11.3,0.00201988,
HHS Region 7,Season peak percentage,Bin,percent,11.3,11.4,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,11.4,11.5,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,11.5,11.6,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,11.6,11.7,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,11.7,11.8,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,11.8,11.9,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,11.9,12,0.00201988,
HHS Region 7,Season peak percentage,Bin,percent,12,12.1,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,12.1,12.2,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,12.2,12.3,0.00201988,
HHS Region 7,Season peak percentage,Bin,percent,12.3,12.4,0.00107072,
HHS Region 7,Season peak percentage,Bin,percent,12.4,12.5,0.00060329,
HHS Region 7,Season peak percentage,Bin,percent,12.5,12.6,0.00155245,
HHS Region 7,Season peak percentage,Bin,percent,12.6,12.7,0.00155245,
HHS Region 7,Season peak percentage,Bin,percent,12.7,12.8,0.00155245,
HHS Region 7,Season peak percentage,Bin,percent,12.8,12.9,0.00248731,
HHS Region 7,Season peak percentage,Bin,percent,12.9,13,0.00201988,
HHS Region 7,Season peak percentage,Bin,percent,13,100,0.00155711,
HHS Region 7,1 wk ahead,Point,percent,NA,NA,1.359988759,
HHS Region 7,1 wk ahead,Bin,percent,0,0.1,2.51E-05,
HHS Region 7,1 wk ahead,Bin,percent,0.1,0.2,2.51E-05,
HHS Region 7,1 wk ahead,Bin,percent,0.2,0.3,2.51E-05,
HHS Region 7,1 wk ahead,Bin,percent,0.3,0.4,2.51E-05,
HHS Region 7,1 wk ahead,Bin,percent,0.4,0.5,0.011809243,
HHS Region 7,1 wk ahead,Bin,percent,0.5,0.6,0.088924046,
HHS Region 7,1 wk ahead,Bin,percent,0.6,0.7,0.046678708,
HHS Region 7,1 wk ahead,Bin,percent,0.7,0.8,0.03209398,
HHS Region 7,1 wk ahead,Bin,percent,0.8,0.9,0.030785707,
HHS Region 7,1 wk ahead,Bin,percent,0.9,1,0.038520464,
HHS Region 7,1 wk ahead,Bin,percent,1,1.1,0.058550385,
HHS Region 7,1 wk ahead,Bin,percent,1.1,1.2,0.078168147,
HHS Region 7,1 wk ahead,Bin,percent,1.2,1.3,0.086619397,
HHS Region 7,1 wk ahead,Bin,percent,1.3,1.4,0.089186516,
HHS Region 7,1 wk ahead,Bin,percent,1.4,1.5,0.076553013,
HHS Region 7,1 wk ahead,Bin,percent,1.5,1.6,0.061394418,
HHS Region 7,1 wk ahead,Bin,percent,1.6,1.7,0.049756523,
HHS Region 7,1 wk ahead,Bin,percent,1.7,1.8,0.038382086,
HHS Region 7,1 wk ahead,Bin,percent,1.8,1.9,0.030363379,
HHS Region 7,1 wk ahead,Bin,percent,1.9,2,0.024512273,
HHS Region 7,1 wk ahead,Bin,percent,2,2.1,0.019756068,
HHS Region 7,1 wk ahead,Bin,percent,2.1,2.2,0.019616145,
HHS Region 7,1 wk ahead,Bin,percent,2.2,2.3,0.016181061,
HHS Region 7,1 wk ahead,Bin,percent,2.3,2.4,0.013297533,
HHS Region 7,1 wk ahead,Bin,percent,2.4,2.5,0.013036154,
HHS Region 7,1 wk ahead,Bin,percent,2.5,2.6,0.014103774,
HHS Region 7,1 wk ahead,Bin,percent,2.6,2.7,0.011010195,
HHS Region 7,1 wk ahead,Bin,percent,2.7,2.8,0.009805199,
HHS Region 7,1 wk ahead,Bin,percent,2.8,2.9,0.008789022,
HHS Region 7,1 wk ahead,Bin,percent,2.9,3,0.006048562,
HHS Region 7,1 wk ahead,Bin,percent,3,3.1,0.005153575,
HHS Region 7,1 wk ahead,Bin,percent,3.1,3.2,0.003827906,
HHS Region 7,1 wk ahead,Bin,percent,3.2,3.3,0.002944862,
HHS Region 7,1 wk ahead,Bin,percent,3.3,3.4,0.003074732,
HHS Region 7,1 wk ahead,Bin,percent,3.4,3.5,0.001579605,
HHS Region 7,1 wk ahead,Bin,percent,3.5,3.6,0.00175529,
HHS Region 7,1 wk ahead,Bin,percent,3.6,3.7,0.000954527,
HHS Region 7,1 wk ahead,Bin,percent,3.7,3.8,0.000893865,
HHS Region 7,1 wk ahead,Bin,percent,3.8,3.9,0.000659748,
HHS Region 7,1 wk ahead,Bin,percent,3.9,4,0.000492145,
HHS Region 7,1 wk ahead,Bin,percent,4,4.1,0.00057621,
HHS Region 7,1 wk ahead,Bin,percent,4.1,4.2,0.000291853,
HHS Region 7,1 wk ahead,Bin,percent,4.2,4.3,0.000340558,
